text,seg_label,cls_label,ner_label
乌迪、尤文、拉齐奥和佛罗伦萨等豪门，此外的两个对手卡塔尼亚和巴勒莫也是主场英雄，,B I O B I O B I I O B I I I O B I O B I O B I B I B I I I O B I I O O B I B I O,体育,B-organization I-organization O B-organization I-organization O B-organization I-organization I-organization O B-organization I-organization I-organization I-organization O O O O O O O O O O O B-organization I-organization I-organization I-organization O B-organization I-organization I-organization O O O O O O O
金石开：责任在我，对乌迪内斯的反弹过于看好。实际上这场比赛也是个意外，如果迪纳塔莱没有被罚下的话，,B I I O B I O O O O B I I I O B I B I B I O B I I B I B I O O O B I O B I B I I I B I O O O B I O,体育,B-name I-name I-name O O O O O O O B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O B-name I-name I-name I-name O O O O O O O O
金石开：上赛季是时隔12年之后首次在意甲中出现热那亚德比，,B I I O B I I O B I O O O B I B I O B I O B I B I I I I O,体育,B-name I-name I-name O O O O O O O O O O O O O O O B-organization I-organization O O O B-organization I-organization I-organization I-organization I-organization O
热那亚本赛季客场战绩不佳与他们之前遭遇的对手实力较强有很大的关系，前7个客场他们分别遭遇了国米、,B I I B I I B I B I B I O B I B I B I O B I B I B I O B I O B I O O O O B I B I B I B I O B I O,体育,B-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-organization I-organization O
我们提出的亚特兰大不败和热那亚主场全胜战绩将终结这两大观点都得到印证，可惜的是，,B I B I O B I I I B I O B I I B I B I B I O B I O B I B I O B I B I O B I O O O,体育,O O O O O B-organization I-organization I-organization I-organization O O O B-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O
米兰军团最近赢球都是一球小胜，上周战胜切沃所取得的点球通过慢动作显示则是明显的误判。总体来看，,B I B I B I B I O O B I B I O B I B I B I O B I O B I B I B I I B I O O B I O B I O B I B I O,体育,B-organization I-organization O O O O O O O O O O O O O O O O O B-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O
拉科鲁尼亚vs毕尔巴鄂,B I I I I O O B I I I,体育,B-organization I-organization I-organization I-organization I-organization O O B-organization I-organization I-organization I-organization
维拉近两轮客场2-0掀翻阿森纳和主场0-0闷和曼联这两支传统豪门，都是破宿命的不俗战绩，,B I O B I B I O O O B I B I I O B I O O O O O B I O B I B I B I O O O O B I O B I B I O,体育,B-organization I-organization O O O O O O O O O O B-organization I-organization I-organization O O O O O O O O B-organization I-organization O O O O O O O O O O O O O O O O O O O
曼彻斯特德比，客让半球下，曼联赢球概率不低。,B I I I B I O B I B I O O B I B I B I B I O,体育,B-organization I-organization I-organization I-organization O O O O O O O O O B-organization I-organization O O O O O O O
萨格勒布则由于赛程关系最后一轮轮空，这场如果不胜便铁定出局，即使赢了命运也不在自己手里。,B I I I O B I B I B I B I B I B I O B I B I B I O B I B I O B I O O B I O O O B I B I O,体育,B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
热刺最后一轮应当能够也愿意主场灭掉莫斯科斯巴达。所以本轮萨格勒布要争取获胜，,B I B I B I B I B I O B I B I B I B I I I I I O B I B I B I I I O B I B I O,体育,B-organization I-organization O O O O O O O O O O O O O O O B-organization I-organization I-organization I-organization I-organization I-organization O O O O O B-organization I-organization I-organization I-organization O O O O O O
另外值得注意的是，尼美根的防守还算不错，目前并列荷甲第二位。莫斯科斯巴达此役获胜即可出线，,B I B I I I O O O B I I O B I O O B I O B I B I B I B I I O B I I I I I B I B I B I B I O,体育,O O O O O O O O O B-organization I-organization I-organization O O O O O O O O O O O O B-organization I-organization O O O O B-organization I-organization I-organization I-organization I-organization I-organization O O O O O O O O O
02赛季的欧冠资格赛中随费耶诺德与到莫斯科与斯巴达克交手，那场比赛最后打成2比2。,O O B I O B I B I I O B B I I I O O B I I O B I I I B I O B I B I B I B I O O O O,体育,O O O O O O O O O O O O B-organization I-organization I-organization I-organization O O B-organization I-organization I-organization O B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O
巴黎圣日尔曼目前积分垫底，联赛也刚刚结束3连胜的良好势头。还有一组数据也值得注意：,B I I I I I B I B I B I O B I O B I B I O B I O B I B I O B I B I B I O B I I I O,体育,B-organization I-organization I-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
另外雷恩有2个。法国球队在国内联赛整体表现已经是明显的主强客弱，很难指望他们出了国门打出威风。,B I B I O O O O B I I I O B I B I B I B I B I O B I O B I B I O B I B I B I O O B I B I B I O,体育,O O B-name I-name O O O O B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
而乌迪内想摆脱低迷状态，萨格勒布则希望保留出线的火种，平局没有意义。,O B I I O B I B I B I O B I I I O B I B I B I O B I O B I B I B I O,体育,O B-organization I-organization I-organization O O O O O O O O B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O
目前小组零分的尼美根从未出征俄罗斯，不过主教练比恩曾作为范马尔维克的助手，在2001-,B I B I B I O B I I B I B I B I I O B I B I I B I O B I B I I I I O B I O O O O O O O,体育,O O O O O O O B-organization I-organization I-organization O O O O O O O O O O B-position I-position I-position B-name I-name O O O B-name I-name I-name I-name I-name O B-position I-position O O O O O O O
他们的实力甚至有不少还在欧冠第3名球队之上。鉴于联盟杯每轮皆有一队轮空，小组形势混乱且变数大，,B I O B I B I O B I O O B I O O O B I B I O B I B I O B I O O B I B I O B I B I B I O B I O O,体育,O O O O O O O O O O O O B-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
而小组第二则对战欧冠小组赛第3名球队。按以往惯例，从欧冠小组赛“屈尊”下来的球队实力都很强，,O B I B I I B I B I B I I O O O B I O O B I B I O O B I B I I O B I O B I O B I B I O O O O,体育,O O O O O O O O B-organization I-organization O O O O O O O O O O O O O O O O B-organization I-organization O O O O O O O O O O O O O O O O O O
抽签中对其余小组的第三名，而小组第二则对战欧冠小组赛第3名球队。,B I O O B I B I O B I I O O B I B I I B I B I B I I O O O B I O,体育,O O O O O O O O O O O O O O O O O O O O O B-organization I-organization O O O O O O O O O
如果莫斯巴赢球，而萨格勒落败的话，莫斯巴将打进联盟杯32强；尼美根是本组最弱的球队，两战皆败，,B I B I I B I O O B I I B I B I O B I I O B I B I I O O O O B I I O B I B I O B I O B I I I O,体育,O O B-organization I-organization I-organization O O O O B-organization I-organization I-organization O O O O O B-organization I-organization I-organization O O O B-organization I-organization I-organization O O O O B-organization I-organization I-organization O O O O O O O O O O O O O O
上次联盟杯赢球后，乌迪内在联赛遭遇4连败，球队遇到一定困难，但本场比赛，他们只要拿到1分，,B I B I I B I O O B I I O B I B I O B I O B I B I B I B I O O B I B I O B I B I B I O O O,体育,O O B-organization I-organization I-organization O O O O B-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
桑普多利亚则需要1场胜利。标准列日近况不错，状态好于对手，而他们在主场从未败给过意大利球队。,B I I I I O B I O O B I O B I I I B I B I O B I B I B I O O B I O B I B I B I O B I I B I O,体育,B-organization I-organization I-organization I-organization I-organization O O O O O O O O B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
因为只要另外一场比赛中奥林匹亚科斯不胜，土耳其球队仍然可以提前出线。,B I B I B I B I B I O B I I I I I B I O B I I I I B I B I B I B I O,体育,O O O O O O O O O O O B-organization I-organization I-organization I-organization I-organization I-organization O O O B-organization I-organization I-organization I-organization I-organization O O O O O O O O O
自小组赛实行以来，6分球队只有2003/04赛季格拉斯哥流浪者未能出线，6分相当于一道安全线。,O B I I B I B I O O O B I B I O O O O O O O B I B B I I I I I B I B I O O O B I I B I B I I O,体育,O O O O O O O O O O O O O O O O O O O O O O O O O B-organization I-organization I-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O
因为面对9分球队奈梅亨的莫斯科斯巴达克明显比他们处于有利位置。,B I B I O O B I B I I O B I I I I I I B I O B I B I B I B I O,体育,O O O O O O O O B-organization I-organization I-organization O B-organization I-organization I-organization I-organization I-organization I-organization I-organization O O O O O O O O O O O O
因为一般情况下都是剩下的比赛再拿一分就出线，也许米兰就是抱着这样的态度出战，,B I B I B I O O O B I O B I O O B I O B I O B I B I B I O O B I O B I B I O,体育,O O O O O O O O O O O O O O O O O O O O O O O O B-organization I-organization O O O O O O O O O O O O
如果这场比赛安排在早一点的轮次，可能会作为稳胆考虑。意甲球队的前5场联盟杯小组赛取得了全胜，,B I B I B I B I O O B I O B I O B I O B I B I B I O B I B I O O O O B I I B I I B I O B I O,体育,O O O O O O O O O O O O O O O O O O O O O O O O O O B-organization I-organization O O O O O O B-organization I-organization I-organization O O O O O O O O O
只有2分的柏林赫塔不会甘心平局，但是他们的得分能力一直是令法夫尔头疼的问题，,B I O O O B I I I B I B I B I O B I B I O B I B I B I O B B I I B I O B I O,体育,O O O O O B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O B-name I-name I-name O O O O O O
这正中防守功底不错的斯基贝下怀。,O B I B I B I B I O B I I I O O,体育,O O O O O O O O O O B-name I-name I-name O O O
乌迪内斯到第9轮还排在榜首位置，但战胜莫斯科斯巴达克后，乌迪内斯遭遇了联赛4连败，,B I I I O O O O O O O B I B I O O B I B I I I I I I O O B I I I B I O B I O B I O,体育,B-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O B-organization I-organization I-organization I-organization I-organization I-organization I-organization O O O O O O O O O O O O O O O
